StationName,LinkNo,TypeNo,AreaType,DLY,AM,PM,PM_PKHR,OP
M Ave btwn 16 & 17,6272.0,82,Urban,79.65,9.45,20.7,6.3,49.5
M Ave-Nof32nd,20531.0,82,Urban,95.40000000000002,10.8,24.299999999999997,6.75,60.300000000000026
March NofSMarch W E,456.0,62,Urban,196.2,21.150000000000002,43.65,19.799999999999997,131.39999999999998
March's Point Rd N of North Texas,0.0,0,Urban,141.5,13.0,26.0,8.5,102.5
March's Point Rd S of North Texas,0.0,0,Urban,171.5,15.0,29.5,8.5,127.0
March's Pt Rd (East) North of South March's Pt Rd,20948.0,62,Urban,41.400000000000006,3.6,8.55,4.5,29.250000000000004
Marine Drive Rd @ City Limits,18497.0,52,Urban,159.96000000000004,26.04,35.80500000000001,10.23,98.11500000000004
Market N of CollWay,15628.0,83,Urban,316.22,24.735,81.48,28.615,210.005
Martin EofLaventure,3297.0,82,Urban,123.22500000000002,17.205000000000002,32.085,12.09,73.93500000000003
Martin Rd E of 30th,3286.0,82,Urban,113.925,19.065,31.155,13.950000000000001,63.705
Martin Rd N Col,1761.0,82,Urban,66.49500000000002,9.765,15.810000000000002,6.045000000000001,40.920000000000016
Martin Rd W of 30th,17901.0,82,Urban,132.52500000000003,17.67,28.830000000000002,12.555,86.02500000000003
McGarigle E of SR9,20654.0,82,Urban,137.8,22.79,32.33,12.19,82.68000000000002
McGarigle W of Frdle,2825.0,82,Urban,73.67000000000002,10.600000000000001,19.08,9.01,43.990000000000016
McLean S of Div,17855.0,82,Urban,448.13999999999993,53.349999999999994,97.485,39.285,297.30499999999995
Milltown Rd W of Cedardale E of I-5,9523.0,62,Urban,106.20000000000002,7.65,24.75,9.0,73.80000000000001
Minkler E City Limits,262.0,82,Urban,91.69000000000001,9.540000000000001,23.32,9.01,58.830000000000005
Montgomery E of 2nd,1019.0,82,Urban,80.29500000000002,8.585,21.209999999999997,5.05,50.500000000000014
Montgomery W of 2nd,1018.0,82,Urban,51.51,7.575,9.09,3.535,34.845
Moore Rd NE of Best Rd,20968.0,62,Urban,38.21999999999999,4.095,11.829999999999998,5.005,22.294999999999995
Morris-5th&6th,1605.0,72,Urban,156.24000000000004,19.065,35.34,11.16,101.83500000000004
Mosier W of N Fruitdale,0.0,0,Urban,13.5,0.5,3.5,1.0,9.5
N Fruitdale N CityLimits,21302.0,52,Urban,55.650000000000006,6.360000000000001,19.08,6.890000000000001,30.210000000000008
N Fruitdale N of McG,17193.0,52,Urban,183.37999999999997,16.96,52.470000000000006,21.730000000000004,113.94999999999996
N Fruitdale Rd N of Mosier Rd,0.0,0,Urban,40.0,3.0,12.0,5.5,25.0
N Fruitdale Rd S of Mosier Rd,0.0,0,Urban,38.0,2.5,11.5,4.0,24.0
N Fruitdale S of McG,20166.0,52,Urban,177.55,17.490000000000002,54.59,22.26,105.47
N Skagit N of SR20,20189.0,82,Urban,37.26,3.6799999999999997,6.8999999999999995,3.2199999999999998,26.68
N Wall St N of SR536,0.0,0,Urban,20.0,3.0,6.5,3.0,10.5
North Shore Drive East of Lake Cavanaugh Road,0.0,0,Urban,25.5,3.0,6.5,3.0,16.0
North Texas E of March's Point Rd,0.0,0,Urban,13.0,2.0,2.0,0.0,9.0
Old Day Creek E of SR 9,2896.0,62,Urban,158.45000000000002,17.28,36.510000000000005,13.65,104.66000000000001
Old Highway 99 S West of Cedardale Rd,827.0,62,Urban,237.6,33.75,55.349999999999994,22.05,148.5
Old Hwy 99 N North of Bow Hill Rd,13032.0,32,Urban,268.18,28.98,59.8,20.7,179.40000000000003
Old Hwy 99 N of C Shop Rd,15239.0,62,Urban,1124.7,137.08,270.02,80.5,717.6
Old Hwy 99 North N of Alger Cain Lake Rd,6433.0,62,Urban,48.29999999999999,5.52,13.34,2.3,29.439999999999987
Old Hwy 99 North N of Cook Rd,20150.0,62,Urban,584.66,90.62,134.78,40.48,359.26
Old Hwy 99 North S of Alger Cain Lake Rd,17409.0,62,Urban,160.54000000000002,22.54,36.34,11.96,101.66000000000003
Old Hwy 99 North S of Bow Hill Rd,20147.0,32,Urban,393.76000000000005,37.26,92.92000000000002,27.6,263.58000000000004
Old Hwy 99 North S of Cook Rd,2923.0,62,Urban,615.48,91.53999999999999,151.8,47.379999999999995,372.14000000000004
Pacific Hwy N of County Line,0.0,0,Urban,76.5,8.5,18.0,6.0,50.0
Parson Creek Rd N of Prairie Rd,20633.0,62,Urban,73.14,13.34,18.86,7.82,40.94
Pease E of B BLVD,1430.0,62,Urban,187.65,15.75,45.9,13.95,126.0
Peter Johnson Rd W of Conway Frontage Rd,0.0,0,Urban,3.5,1.5,0.5,0.0,1.5
Peterson Rd E of Avon Allen,20496.0,62,Urban,269.69999999999993,30.225,76.25999999999999,27.9,163.21499999999995
Peterson Rd E of Country Lane,17664.0,63,Urban,270.27500000000003,29.925,65.55,18.525,174.8
Peterson Rd E of Pulver,17663.0,63,Urban,342.24000000000007,43.699999999999996,61.64,17.48,236.9000000000001
Peterson Rd W of Avon Allen,20494.0,62,Urban,247.845,33.480000000000004,59.98500000000001,22.32,154.38
PinerPrky-Bridge,13650.0,82,Urban,284.1149999999999,43.71,66.96000000000001,25.575,173.44499999999988
Pioneer Highway S of Fir Island Rd,21280.0,62,Urban,573.2999999999998,93.275,118.3,40.95,361.72499999999985
Prairie Rd E of F & S Grade Rd,12718.0,52,Urban,172.96,14.719999999999999,46.0,18.86,112.24000000000001
Prairie Rd E of Parson Creek Rd,17055.0,32,Urban,139.84,17.02,36.34,15.18,86.48
Prairie Rd W of Blank,12425.0,62,Urban,51.06000000000002,4.14,12.88,3.68,34.04000000000001
Prairie Rd W of F & S Grade Rd,21247.0,52,Urban,135.70000000000002,16.1,28.52,10.579999999999998,91.08000000000003
Prairie Rd W of Parson Creek Rd,12622.0,52,Urban,100.27999999999999,10.58,26.68,8.28,63.01999999999999
Pulver Rd N of Josh Wilson Rd,1373.0,32,Urban,84.55,8.55,22.325,8.55,53.675
Pulver Rd N of Peterson,15302.0,32,Urban,139.17499999999995,15.675,41.8,14.25,81.69999999999996
Pulver Rd N of SR 20,3135.0,62,Urban,57.94999999999999,6.175,16.625,5.699999999999999,35.14999999999999
Pulver Rd S of Peterson,21039.0,62,Urban,104.42,14.72,22.54,10.58,67.16
Pulver Rd S of SR20,465.0,62,Urban,134.32,19.32,28.060000000000002,8.74,86.94
R Ave N of 22nd,15031.0,63,Urban,478.79999999999995,54.0,103.5,31.950000000000003,321.29999999999995
R Ave S of 22nd NB,20458.0,63,Urban,4.050000000000001,1.35,0.9,0.9,1.8000000000000007
R Ave S of 22nd SB,20458.0,63,Urban,383.84999999999997,35.55,95.85,32.4,252.44999999999996
R093N,,1,Urban,2763.623653517754,383.29595464079273,564.1363411395541,177.68360789430224,1816.191357737407
RAve btwn 32 & 33 sb,1215.0,65,Urban,385.19999999999993,48.150000000000006,98.55,35.55,238.49999999999994
Railroad wofestate,2753.0,82,Urban,77.91000000000001,5.83,21.2,7.95,50.88000000000001
Rave-33&34 nb,1215.0,65,Urban,258.75,40.05,54.0,20.25,164.7
Reed N of Ferry,17136.0,82,Urban,10.924999999999999,1.9,3.325,0.95,5.699999999999998
Reed S of Ferry,1080.0,82,Urban,40.37499999999999,5.225,8.55,2.8499999999999996,26.59999999999999
Reed S of Sapp,17205.0,82,Urban,47.49999999999999,6.65,10.925,3.8,29.924999999999994
Reserv S of SR20,494.0,62,Urban,189.9,22.05,42.3,10.8,125.55
Rhodes W of SR9,21354.0,82,Urban,129.32,20.14,36.57,12.72,72.60999999999999
Rio Vista E of Anacortes,20483.0,82,Urban,55.2,11.040000000000001,13.34,5.98,30.820000000000004
Rosario Rd E of Fishing Access,14652.0,52,Urban,116.71499999999999,16.275000000000002,28.365000000000002,6.975,72.07499999999999
Rosario Rd E of Marine Wye Drive,14652.0,52,Urban,115.78500000000001,20.46,26.040000000000003,7.44,69.28500000000001
Rosario Rd NW of SR20 (Pass Lake),18515.0,62,Urban,114.39,16.740000000000002,26.040000000000003,9.765,71.61
Rosario Rd S of Marine Drive,21374.0,52,Urban,162.28499999999997,23.25,36.735,10.695,102.29999999999997
Rose Rd S of Tyee Rd,0.0,0,Urban,18.0,1.5,3.0,1.0,13.5
S 3rd  N of River,20679.0,62,Urban,11.660000000000004,1.06,3.1800000000000006,0.53,7.420000000000003
S Section S Rio Vista,21070.0,82,Urban,77.28000000000002,10.120000000000001,16.1,5.98,51.06000000000001
S Walnut N of Greenleaf,0.0,0,Urban,36.5,1.5,8.0,3.5,27.0
SMarch-EofMarch WE,20946.0,62,Urban,120.14999999999999,23.4,22.049999999999997,5.85,74.7
SR20 E of Anacortes,396.0,72,Urban,789.82,97.98,185.38,62.10000000000001,506.46000000000004
SR20 E of Fruitdale,16100.0,22,Urban,990.0400000000001,128.79000000000002,216.24000000000004,84.27000000000001,645.01
SR20@wcitylim,21191.0,33,Urban,815.5749999999999,118.75,178.125,59.375,518.6999999999999
SR9 NJLiner,2826.0,62,Urban,571.34,65.72,134.62,50.35,371.0
SR9 S of John Liner,1267.0,62,Urban,598.3699999999999,73.67,132.5,50.35,392.19999999999993
SR9@ n city lim,2823.0,32,Urban,477.53000000000003,43.989999999999995,116.07000000000001,49.290000000000006,317.47
SR9NofWState,16131.0,53,Urban,576.6500000000001,88.825,115.42500000000001,40.375,372.4000000000001
SR9SctylmtsNRnbt,21365.0,52,Urban,752.0700000000002,115.54,157.41,54.06,479.12000000000023
SR9SctylmtsSRnbt,21364.0,52,Urban,834.2199999999999,116.07,191.33000000000004,62.540000000000006,526.8199999999998
SR9SjamsonERnbt,21360.0,82,Urban,276.13,29.68,83.74000000000001,28.090000000000003,162.70999999999998
Sapp E of Reed,17203.0,82,Urban,45.599999999999994,5.7,9.975,2.85,29.92499999999999
Sapp W of Reed,17195.0,82,Urban,27.549999999999997,4.75,4.2749999999999995,0.95,18.525
Satterlee Rd E of Gibralter Rd,18573.0,82,Urban,43.71000000000001,5.58,10.23,3.72,27.90000000000001
Satterlee Rd W of Christianson Rd,18573.0,82,Urban,27.9,2.325,8.835,2.325,16.74
Section E of 15th,18062.0,82,Urban,118.11,19.53,30.69,6.9750000000000005,67.89
Section St East of Laventure Rd,20472.0,82,Urban,238.545,31.620000000000005,60.45,21.855,146.47499999999997
Section St West of 15th St,731.0,82,Urban,22.319999999999997,2.79,6.045,2.325,13.484999999999998
Section W of 18th,18061.0,82,Urban,109.74000000000002,15.345,29.295,10.23,65.10000000000002
Skagit St S of Rio Vista,423.0,82,Urban,68.54,14.260000000000002,17.02,6.9,37.260000000000005
Skagit St S of SR20,1457.0,82,Urban,50.14000000000001,6.9,11.5,3.68,31.74000000000001
Sky S Sunset nb,1951.0,82,Urban,74.70000000000002,7.65,15.75,4.05,51.30000000000001
Skyave S Sunset,1951.0,82,Urban,44.550000000000004,6.75,9.0,4.050000000000001,28.800000000000004
Slavent sofburnSB,21273.0,63,Urban,128.80500000000004,21.855,18.6,7.44,88.35000000000002
SlaventsofEburn,21273.0,63,Urban,110.67000000000002,10.23,31.155,8.835,69.28500000000001
South March's Pt Rd E of Thompson Rd,18607.0,62,Urban,153.89999999999998,30.15,38.7,10.8,85.04999999999997
South Shore Dr S of North Shore Dr,0.0,0,Urban,51.0,5.5,15.5,6.5,30.0
South Skagit Highway W of Day Creek Bridge,11370.0,32,Urban,48.150000000000006,6.750000000000001,13.5,4.050000000000001,27.900000000000006
South Texas at RxR Crossing,0.0,0,Urban,92.0,15.0,19.5,8.5,57.5
SouthLavEofBlodgett,3598.0,63,Urban,346.28999999999996,42.195,85.845,34.92,218.24999999999997
Starbird Rd E of Cedardale Rd,17288.0,62,Urban,55.8,1.8,14.4,3.6,39.6
Stewart E of Market,6413.0,82,Urban,177.51000000000002,18.915,46.075,15.52,112.52000000000002
Stewart W of Market,21013.0,82,Urban,282.27,29.585,74.205,22.310000000000002,178.47999999999996
Sunset E Skyline Way,14990.0,82,Urban,173.7,20.7,45.0,15.3,108.0
Sunset WofAnaco Bch,14990.0,82,Urban,158.85,18.900000000000002,43.2,15.3,96.74999999999999
Sunsetave-wofSky,3760.0,82,Urban,63.900000000000006,8.1,19.35,6.75,36.45
Swan Rd E of Francis Rd,21126.0,62,Urban,103.03999999999999,8.740000000000002,30.36,12.879999999999999,63.93999999999998
Swan Rd E of bridge,17169.0,62,Urban,81.13000000000001,6.8500000000000005,22.799999999999997,10.49,51.48000000000002
Taylor Rd @ Bridge,0.0,0,Urban,7.0,1.0,2.5,1.5,3.5
TwnshipsofNState,17599.0,82,Urban,240.35,34.675,68.4,24.225,137.275
Urban N of College,21020.0,82,Urban,95.06,10.184999999999999,33.95,10.184999999999999,50.925
Urban S of Colleg,20335.0,82,Urban,36.375,2.425,8.245000000000001,2.425,25.705000000000002
Urban-sofHoag,2448.0,82,Urban,118.33999999999999,15.52,32.495000000000005,11.155000000000001,70.32499999999999
W McCorquedale W of LL,525.0,62,Urban,110.39999999999999,14.260000000000002,26.68,8.28,69.45999999999998
W Whitmarsh W B BLVD,20334.0,62,Urban,239.20000000000002,30.36,58.88,23.46,149.96000000000004
WStateEofSR9,2733.0,82,Urban,336.29999999999995,49.4,78.375,30.4,208.52499999999998
WStateWofSR9,17117.0,82,Urban,400.90000000000003,55.575,88.35,28.5,256.975
Waugh-n-division,18028.0,82,Urban,95.32500000000002,11.16,22.785000000000004,4.65,61.38000000000002
Waugh-s-division,3394.0,82,Urban,43.245,4.1850000000000005,13.485,3.255,25.574999999999996
West Big Lake Blvd N of Little Mountain,10131.0,62,Urban,86.48000000000002,8.280000000000001,24.380000000000003,9.200000000000001,53.820000000000014
West Big Lake Blvd S of Little  Mountain Rd,20240.0,62,Urban,101.2,13.340000000000002,27.140000000000004,10.580000000000002,60.72
West Big Lake Blvd W of Lake View Blvd,10099.0,62,Urban,137.54000000000002,15.64,35.42,13.34,86.48000000000002
West Stackpole Rd W of RxR,0.0,0,Urban,58.5,6.0,13.5,5.5,39.0
Whitmarsh S of Pease,21075.0,62,Urban,126.96,18.4,39.56,18.4,69.0
Wicker E City Limits,2180.0,82,Urban,148.93000000000004,23.85,22.26,10.07,102.82000000000004
Wood Rd before gravel,0.0,0,Urban,4.0,0.5,0.5,0.5,3.0
caledonia w maple,0.0,0,Urban,48.5,5.5,11.0,4.5,32.0
cameron-efwydr,21254.0,82,Urban,215.29500000000002,34.41,51.150000000000006,17.205,129.735
cedardale sofande,18201.0,62,Urban,368.6000000000001,51.894999999999996,80.995,22.310000000000002,235.7100000000001
f&s-Eedwardmur,21281.0,82,Urban,114.94999999999999,15.2,28.974999999999998,12.825,70.77499999999999
f&s-Wedwardmur,21282.0,82,Urban,294.025,47.025,60.800000000000004,24.700000000000003,186.19999999999996
f&s-wcitylim,17110.0,52,Urban,147.34000000000003,10.600000000000001,49.29,16.96,87.45000000000005
fwydr-scameron,21256.0,82,Urban,447.79499999999996,63.705,104.62500000000001,33.94500000000001,279.465
jamesoneoftwnsp,2756.0,82,Urban,81.62000000000002,8.48,21.73,10.07,51.41000000000001
jamesonwoftwnsp,2746.0,82,Urban,140.98000000000005,17.490000000000002,41.870000000000005,15.370000000000001,81.62000000000003
old99s-nofAnderso,17343.0,63,Urban,352.5950000000001,76.63000000000001,76.14500000000001,23.28,199.82000000000008
old99s-sofAnderso,1742.0,63,Urban,445.715,68.87,95.06,33.95,281.78499999999997
section-eof18th,3463.0,82,Urban,138.57000000000002,20.925,36.735,10.695,80.91000000000003
section-w-laventu,20327.0,82,Urban,144.61500000000004,23.25,35.34,12.09,86.02500000000003
smarch-eofemarch,20950.0,62,Urban,117.0,12.149999999999999,22.05,9.0,82.8
smarch-wofemarch,458.0,62,Urban,111.15000000000002,13.950000000000001,26.549999999999997,9.9,70.65000000000002
stateWtwnshp,2783.0,82,Urban,189.04999999999995,23.275,55.1,24.7,110.67499999999995
twnshipnofjameson,2754.0,82,Urban,175.96,19.08,50.349999999999994,18.549999999999997,106.53
twnshipsofjameson,1253.0,82,Urban,104.94000000000001,7.950000000000001,27.560000000000002,9.01,69.43
waugh-s-collway,21269.0,82,Urban,121.36500000000001,15.81,32.08500000000001,9.3,73.47
