StationName,LinkNo,TypeNo,AreaType,DLY,AM,PM,PM_PKHR,OP
March NofSMarch W E,456.0,62,Urban,14.399999999999999,0.0,2.7,1.35,11.7
March's Point Rd N of North Texas,0.0,0,Urban,9.5,1.5,1.0,0.5,7.0
March's Point Rd S of North Texas,0.0,0,Urban,14.0,1.5,2.0,0.5,10.5
March's Pt Rd (East) North of South March's Pt Rd,20948.0,62,Urban,0.45,0.0,0.0,0.0,0.45
Marine Drive Rd @ City Limits,18497.0,52,Urban,24.179999999999996,7.905,6.975,0.465,9.299999999999995
Market N of CollWay,15628.0,83,Urban,10.670000000000002,0.485,1.455,0.0,8.730000000000002
Martin EofLaventure,3297.0,82,Urban,38.59499999999999,7.44,6.9750000000000005,1.86,24.17999999999999
Martin Rd E of 30th,3286.0,82,Urban,33.015,8.835,5.115,0.93,19.064999999999998
Martin Rd N Col,1761.0,82,Urban,20.924999999999997,3.255,5.115,0.93,12.554999999999998
Martin Rd W of 30th,17901.0,82,Urban,42.78,8.370000000000001,9.765,2.79,24.644999999999996
McGarigle E of SR9,20654.0,82,Urban,46.64000000000001,8.48,15.9,3.18,22.260000000000012
McGarigle W of Frdle,2825.0,82,Urban,20.14,4.24,10.600000000000001,1.06,5.299999999999999
McLean S of Div,17855.0,82,Urban,52.86499999999999,14.065,10.184999999999999,2.425,28.61499999999999
Milltown Rd W of Cedardale E of I-5,9523.0,62,Urban,12.15,2.7,4.5,0.0,4.949999999999999
Minkler E City Limits,262.0,82,Urban,10.07,0.53,5.300000000000001,2.12,4.24
Montgomery E of 2nd,1019.0,82,Urban,29.795,7.07,5.555,1.5150000000000001,17.17
Montgomery W of 2nd,1018.0,82,Urban,5.05,1.5150000000000001,1.5150000000000001,0.505,2.0199999999999996
Moore Rd NE of Best Rd,20968.0,62,Urban,5.005,0.91,1.365,0.455,2.7299999999999995
Morris-5th&6th,1605.0,72,Urban,20.925,5.58,2.79,1.395,12.555
Mosier W of N Fruitdale,0.0,0,Urban,3.0,0.5,2.0,1.0,0.5
N Fruitdale N CityLimits,21302.0,52,Urban,9.01,1.06,3.71,0.0,4.239999999999999
N Fruitdale N of McG,17193.0,52,Urban,31.270000000000007,4.24,10.6,0.53,16.430000000000007
N Fruitdale Rd N of Mosier Rd,0.0,0,Urban,6.0,2.0,2.5,1.0,1.5
N Fruitdale Rd S of Mosier Rd,0.0,0,Urban,6.0,2.5,1.5,0.0,2.0
N Fruitdale S of McG,20166.0,52,Urban,25.440000000000005,3.71,9.540000000000001,0.53,12.190000000000003
N Skagit N of SR20,20189.0,82,Urban,4.140000000000001,2.3000000000000003,1.84,0.0,2.220446049250313e-16
N Wall St N of SR536,0.0,0,Urban,3.0,0.0,1.5,0.0,1.5
North Shore Drive East of Lake Cavanaugh Road,0.0,0,Urban,0.0,0.0,0.0,0.0,0.0
North Texas E of March's Point Rd,0.0,0,Urban,2.0,0.0,0.5,0.0,1.5
Old Day Creek E of SR 9,2896.0,62,Urban,12.350000000000001,2.74,3.21,1.8299999999999998,6.400000000000001
Old Highway 99 S West of Cedardale Rd,827.0,62,Urban,45.00000000000001,6.75,11.25,2.7,27.000000000000007
Old Hwy 99 N North of Bow Hill Rd,13032.0,32,Urban,46.92,9.2,14.72,3.68,23.0
Old Hwy 99 N of C Shop Rd,15239.0,62,Urban,104.88000000000001,21.62,19.78,2.76,63.480000000000004
Old Hwy 99 North N of Alger Cain Lake Rd,6433.0,62,Urban,14.26,1.3800000000000001,6.9,1.84,5.979999999999999
Old Hwy 99 North N of Cook Rd,20150.0,62,Urban,58.88,14.72,15.64,5.5200000000000005,28.520000000000003
Old Hwy 99 North S of Alger Cain Lake Rd,17409.0,62,Urban,31.740000000000006,9.2,10.120000000000001,4.140000000000001,12.420000000000005
Old Hwy 99 North S of Bow Hill Rd,20147.0,32,Urban,64.4,12.88,20.240000000000002,9.200000000000001,31.28
Old Hwy 99 North S of Cook Rd,2923.0,62,Urban,75.89999999999999,18.4,17.020000000000003,5.98,40.47999999999999
Pacific Hwy N of County Line,0.0,0,Urban,10.0,3.5,3.0,0.5,3.5
Parson Creek Rd N of Prairie Rd,20633.0,62,Urban,21.620000000000005,5.0600000000000005,8.28,1.84,8.280000000000003
Pease E of B BLVD,1430.0,62,Urban,37.8,8.1,9.0,2.25,20.699999999999996
Peter Johnson Rd W of Conway Frontage Rd,0.0,0,Urban,2.0,1.0,0.5,0.0,0.5
Peterson Rd E of Avon Allen,20496.0,62,Urban,46.035000000000004,9.765,17.205000000000002,3.2550000000000003,19.065
Peterson Rd E of Country Lane,17664.0,63,Urban,45.124999999999986,14.249999999999998,15.2,2.375,15.674999999999986
Peterson Rd E of Pulver,17663.0,63,Urban,37.720000000000006,7.36,10.120000000000001,2.3,20.240000000000006
Peterson Rd W of Avon Allen,20494.0,62,Urban,34.410000000000004,5.58,7.4399999999999995,0.93,21.390000000000008
PinerPrky-Bridge,13650.0,82,Urban,36.735,10.23,14.88,1.395,11.624999999999998
Pioneer Highway S of Fir Island Rd,21280.0,62,Urban,89.63499999999999,11.829999999999998,19.565,3.6399999999999997,58.239999999999995
Prairie Rd E of F & S Grade Rd,12718.0,52,Urban,23.920000000000005,5.5200000000000005,5.9799999999999995,3.2199999999999998,12.420000000000005
Prairie Rd E of Parson Creek Rd,17055.0,32,Urban,21.160000000000004,2.3000000000000003,6.8999999999999995,1.3800000000000001,11.960000000000004
Prairie Rd W of Blank,12425.0,62,Urban,12.880000000000003,2.3,4.6000000000000005,0.92,5.980000000000001
Prairie Rd W of F & S Grade Rd,21247.0,52,Urban,28.520000000000003,6.9,8.280000000000001,5.98,13.340000000000003
Prairie Rd W of Parson Creek Rd,12622.0,52,Urban,21.160000000000007,4.140000000000001,8.74,3.68,8.280000000000006
Pulver Rd N of Josh Wilson Rd,1373.0,32,Urban,9.975,4.75,2.375,0.0,2.8499999999999996
Pulver Rd N of Peterson,15302.0,32,Urban,15.2,5.225,2.85,0.475,7.125
Pulver Rd N of SR 20,3135.0,62,Urban,18.999999999999996,5.225,2.85,0.0,10.924999999999997
Pulver Rd S of Peterson,21039.0,62,Urban,23.460000000000008,2.7600000000000002,5.5200000000000005,2.3000000000000003,15.180000000000007
Pulver Rd S of SR20,465.0,62,Urban,29.440000000000005,2.3000000000000003,8.28,3.2199999999999998,18.860000000000007
R Ave N of 22nd,15031.0,63,Urban,65.25000000000001,9.45,11.7,2.7,44.10000000000001
R Ave S of 22nd NB,20458.0,63,Urban,2.25,0.0,0.0,0.0,2.25
R Ave S of 22nd SB,20458.0,63,Urban,36.45000000000001,5.4,9.9,2.25,21.150000000000013
R093N,,1,Urban,181.2708617010735,23.020194244426094,32.64335505367465,10.350221321222131,125.60731240297278
RAve btwn 32 & 33 sb,1215.0,65,Urban,33.75,3.6,9.45,2.7,20.7
Railroad wofestate,2753.0,82,Urban,5.830000000000001,0.53,4.24,0.53,1.0600000000000005
Rave-33&34 nb,1215.0,65,Urban,49.5,5.85,6.75,1.8,36.9
Reed N of Ferry,17136.0,82,Urban,3.3249999999999997,0.95,0.0,0.0,2.375
Reed S of Ferry,1080.0,82,Urban,3.8000000000000003,1.4249999999999998,0.475,0.0,1.9000000000000004
Reed S of Sapp,17205.0,82,Urban,12.35,1.9,5.7,1.425,4.749999999999999
Reserv S of SR20,494.0,62,Urban,16.200000000000003,0.9,4.500000000000001,0.45,10.8
Rhodes W of SR9,21354.0,82,Urban,16.96,0.53,7.42,1.06,9.01
Rio Vista E of Anacortes,20483.0,82,Urban,2.7600000000000002,0.46,0.92,0.0,1.3800000000000003
Rosario Rd E of Fishing Access,14652.0,52,Urban,20.459999999999997,7.44,6.975,1.395,6.044999999999996
Rosario Rd E of Marine Wye Drive,14652.0,52,Urban,18.134999999999998,6.9750000000000005,6.045,0.93,5.114999999999997
Rosario Rd NW of SR20 (Pass Lake),18515.0,62,Urban,13.485,2.79,1.395,0.465,9.3
Rosario Rd S of Marine Drive,21374.0,52,Urban,21.39,6.51,3.72,0.93,11.16
Rose Rd S of Tyee Rd,0.0,0,Urban,0.5,0.0,0.0,0.0,0.5
S 3rd  N of River,20679.0,62,Urban,1.59,0.53,0.0,0.0,1.06
S Section S Rio Vista,21070.0,82,Urban,7.36,2.7600000000000002,0.0,0.0,4.6
S Walnut N of Greenleaf,0.0,0,Urban,3.5,0.0,1.0,0.0,2.5
SMarch-EofMarch WE,20946.0,62,Urban,19.799999999999997,2.7,5.4,0.9,11.699999999999998
SR20 E of Anacortes,396.0,72,Urban,103.03999999999999,16.560000000000002,21.16,3.68,65.32
SR20 E of Fruitdale,16100.0,22,Urban,120.84000000000002,21.2,25.439999999999998,9.54,74.20000000000002
SR20@wcitylim,21191.0,33,Urban,111.62499999999999,18.05,30.875,11.399999999999999,62.69999999999999
SR9 NJLiner,2826.0,62,Urban,71.55000000000001,16.43,20.67,9.54,34.45000000000001
SR9 S of John Liner,1267.0,62,Urban,101.23,20.14,29.68,9.54,51.410000000000004
SR9@ n city lim,2823.0,32,Urban,62.01000000000001,11.66,20.14,7.42,30.210000000000008
SR9NofWState,16131.0,53,Urban,76.95,22.325000000000003,16.625,9.5,38.0
SR9SctylmtsNRnbt,21365.0,52,Urban,129.85000000000002,41.339999999999996,29.68,9.01,58.83000000000002
SR9SctylmtsSRnbt,21364.0,52,Urban,121.37,31.270000000000003,36.04,10.07,54.059999999999995
SR9SjamsonERnbt,21360.0,82,Urban,77.91000000000001,24.91,30.740000000000002,0.53,22.260000000000012
Sapp E of Reed,17203.0,82,Urban,6.175,2.375,1.9,0.95,1.9
Sapp W of Reed,17195.0,82,Urban,4.749999999999999,1.4249999999999998,0.95,0.0,2.374999999999999
Satterlee Rd E of Gibralter Rd,18573.0,82,Urban,4.185,1.86,1.395,0.0,0.9299999999999993
Satterlee Rd W of Christianson Rd,18573.0,82,Urban,0.465,0.465,0.0,0.0,0.0
Section E of 15th,18062.0,82,Urban,18.599999999999998,5.58,3.7199999999999998,0.465,9.299999999999997
Section St East of Laventure Rd,20472.0,82,Urban,42.31500000000001,14.880000000000003,9.3,0.93,18.13500000000001
Section St West of 15th St,731.0,82,Urban,6.51,1.395,1.395,0.0,3.72
Section W of 18th,18061.0,82,Urban,20.924999999999997,5.58,5.58,0.465,9.764999999999997
Skagit St S of Rio Vista,423.0,82,Urban,7.819999999999999,3.6799999999999997,0.92,0.0,3.2199999999999998
Skagit St S of SR20,1457.0,82,Urban,30.820000000000004,4.14,6.9,0.92,19.78
Sky S Sunset nb,1951.0,82,Urban,6.750000000000001,0.9,3.1500000000000004,0.45,2.7
Skyave S Sunset,1951.0,82,Urban,4.95,0.0,0.45,0.0,4.5
Slavent sofburnSB,21273.0,63,Urban,14.415000000000001,2.79,4.1850000000000005,0.465,7.4399999999999995
SlaventsofEburn,21273.0,63,Urban,23.714999999999996,4.65,4.1850000000000005,0.0,14.879999999999997
South March's Pt Rd E of Thompson Rd,18607.0,62,Urban,6.75,0.45,2.25,0.45,4.05
South Shore Dr S of North Shore Dr,0.0,0,Urban,3.0,0.5,1.0,0.5,1.5
South Skagit Highway W of Day Creek Bridge,11370.0,32,Urban,10.8,1.8,5.4,3.1500000000000004,3.5999999999999996
South Texas at RxR Crossing,0.0,0,Urban,73.0,6.0,17.0,5.0,50.0
SouthLavEofBlodgett,3598.0,63,Urban,45.10499999999999,10.67,10.67,1.94,23.764999999999986
Starbird Rd E of Cedardale Rd,17288.0,62,Urban,8.549999999999999,1.35,2.7,0.0,4.499999999999999
Stewart E of Market,6413.0,82,Urban,39.769999999999996,4.85,7.76,2.425,27.159999999999997
Stewart W of Market,21013.0,82,Urban,44.61999999999999,5.82,12.125,5.335,26.67499999999999
Sunset E Skyline Way,14990.0,82,Urban,16.650000000000002,2.7,2.7,0.9,11.250000000000004
Sunset WofAnaco Bch,14990.0,82,Urban,14.849999999999996,2.7,0.9,0.45,11.249999999999995
Sunsetave-wofSky,3760.0,82,Urban,4.5,0.45,0.45,0.0,3.5999999999999996
Swan Rd E of Francis Rd,21126.0,62,Urban,10.580000000000002,2.3000000000000003,3.68,0.46,4.600000000000001
Swan Rd E of bridge,17169.0,62,Urban,4.1000000000000005,0.0,0.92,0.0,3.1800000000000006
Taylor Rd @ Bridge,0.0,0,Urban,0.0,0.0,0.0,0.0,0.0
TwnshipsofNState,17599.0,82,Urban,67.45,22.8,19.475,2.375,25.175000000000004
Urban N of College,21020.0,82,Urban,5.82,0.485,1.455,0.0,3.88
Urban S of Colleg,20335.0,82,Urban,1.455,0.0,0.485,0.485,0.9700000000000001
Urban-sofHoag,2448.0,82,Urban,8.245000000000001,1.94,1.455,0.97,4.850000000000001
W McCorquedale W of LL,525.0,62,Urban,12.420000000000003,1.84,3.6799999999999997,0.92,6.900000000000004
W Whitmarsh W B BLVD,20334.0,62,Urban,38.64000000000001,2.3,13.340000000000002,5.0600000000000005,23.000000000000007
WStateEofSR9,2733.0,82,Urban,50.825,10.924999999999999,9.974999999999998,0.95,29.925000000000008
WStateWofSR9,17117.0,82,Urban,67.925,11.399999999999999,22.325,3.8,34.2
Waugh-n-division,18028.0,82,Urban,24.179999999999996,9.3,6.975,1.395,7.904999999999996
Waugh-s-division,3394.0,82,Urban,12.09,0.93,5.58,1.395,5.58
West Big Lake Blvd N of Little Mountain,10131.0,62,Urban,19.78,3.2199999999999998,7.82,0.0,8.740000000000002
West Big Lake Blvd S of Little  Mountain Rd,20240.0,62,Urban,9.2,1.3800000000000001,4.6000000000000005,0.92,3.219999999999999
West Big Lake Blvd W of Lake View Blvd,10099.0,62,Urban,6.9,0.92,3.2199999999999998,0.0,2.7600000000000007
West Stackpole Rd W of RxR,0.0,0,Urban,43.0,4.0,12.0,2.5,27.0
Whitmarsh S of Pease,21075.0,62,Urban,9.66,1.84,2.76,1.8399999999999999,5.0600000000000005
Wicker E City Limits,2180.0,82,Urban,8.48,1.59,3.7100000000000004,1.06,3.18
Wood Rd before gravel,0.0,0,Urban,0.0,0.0,0.0,0.0,0.0
caledonia w maple,0.0,0,Urban,3.0,1.5,0.0,0.0,1.5
cameron-efwydr,21254.0,82,Urban,22.784999999999997,7.905000000000001,4.65,1.395,10.229999999999995
cedardale sofande,18201.0,62,Urban,51.41,10.185,10.184999999999999,2.425,31.039999999999996
f&s-Eedwardmur,21281.0,82,Urban,12.35,0.475,3.8,0.475,8.075
f&s-Wedwardmur,21282.0,82,Urban,32.300000000000004,6.6499999999999995,9.975,2.8499999999999996,15.675000000000006
f&s-wcitylim,17110.0,52,Urban,21.200000000000003,1.59,8.48,2.6500000000000004,11.130000000000003
fwydr-scameron,21256.0,82,Urban,62.775000000000006,10.695,12.555000000000001,4.1850000000000005,39.525000000000006
jamesoneoftwnsp,2756.0,82,Urban,9.54,0.53,4.7700000000000005,1.59,4.239999999999999
jamesonwoftwnsp,2746.0,82,Urban,19.08,2.6500000000000004,9.010000000000002,1.06,7.419999999999998
old99s-nofAnderso,17343.0,63,Urban,87.30000000000001,9.7,23.765,5.82,53.83500000000001
old99s-sofAnderso,1742.0,63,Urban,99.42500000000001,16.490000000000002,21.34,6.305,61.595
section-eof18th,3463.0,82,Urban,40.455000000000005,11.16,10.23,1.86,19.065000000000005
section-w-laventu,20327.0,82,Urban,39.06000000000002,14.415000000000001,10.695,1.395,13.950000000000017
smarch-eofemarch,20950.0,62,Urban,8.100000000000001,1.8,1.8,0.9,4.500000000000002
smarch-wofemarch,458.0,62,Urban,6.300000000000001,0.9,1.8,0.9,3.6000000000000005
stateWtwnshp,2783.0,82,Urban,39.900000000000006,11.4,9.025,2.85,19.47500000000001
twnshipnofjameson,2754.0,82,Urban,25.97,3.71,11.130000000000003,2.12,11.129999999999995
twnshipsofjameson,1253.0,82,Urban,16.96,1.59,5.300000000000001,0.53,10.07
waugh-s-collway,21269.0,82,Urban,15.344999999999999,5.58,2.79,0.0,6.974999999999999
